№ ВД	1.К-сть одержаних бюлетенів	2.К-сть виборців, внесених до списку	3.К-сть виборців, внесених до витягу для голос. за місцем перебув.	4.К-сть невикор. бюлетенів	5.К-сть виборців, які отримали бюлетені у приміщ.	6.К-сть виборців, які отримали бюлетені за місцем перебув.	7.Загальна к-сть виборців, які отримали бюлетені	8.К-сть бюлетенів, що не підлягають врахуванню	9.К-сть виборців, які взяли участь у голосуванні	10.К-сть бюлетенів, визнаних недійсними	ЗеленськийВолодимир	ПорошенкоПетро	Дата та час протоколу	oblast	tvo
610260	816	806	35	251	530	35	565	0	565	13	310	242	22.04.2019 00:05	Тернопільська область	166
610261	1312	1263	26	542	750	20	770	0	770	42	380	348	22.04.2019 01:05	Тернопільська область	166
610262	1104	1088	22	517	568	19	587	0	587	15	394	178	22.04.2019 00:05	Тернопільська область	166
610263	1456	1440	9	669	779	8	787	0	787	37	466	284	22.04.2019 00:30	Тернопільська область	166
610264	1424	1404	12	709	705	10	715	0	715	26	423	266	22.04.2019 00:05	Тернопільська область	166
610265	544	527	42	196	308	40	348	0	348	8	174	166	21.04.2019 23:20	Тернопільська область	166
610266	816	797	52	288	482	46	528	0	528	10	312	206	21.04.2019 21:45	Тернопільська область	166
610267	192	189	2	35	155	2	157	0	157	4	122	31	22.04.2019 00:30	Тернопільська область	166
610268	144	134	21	47	78	19	97	0	97	0	55	42	21.04.2019 23:00	Тернопільська область	166
610269	1424	1400	136	426	892	106	998	0	998	27	555	416	22.04.2019 03:00	Тернопільська область	166
610270	944	125	0	823	121	0	121	0	121	7	103	11	22.04.2019 01:25	Тернопільська область	166
610665	1296	1282	47	565	685	46	731	0	731	31	463	237	22.04.2019 00:40	Тернопільська область	166
610666	960	940	26	372	562	26	588	0	588	21	356	211	22.04.2019 00:10	Тернопільська область	166
610667	960	954	34	365	563	32	595	0	595	12	414	169	22.04.2019 03:35	Тернопільська область	166
610668	1088	1070	36	540	515	33	548	0	548	16	335	197	22.04.2019 00:25	Тернопільська область	166
610669	208	196	11	80	118	10	128	0	128	1	84	43	21.04.2019 23:00	Тернопільська область	166
610670	192	187	30	47	115	30	145	0	145	0	45	100	22.04.2019 00:15	Тернопільська область	166
610671	752	741	54	148	550	54	604	0	604	7	291	306	22.04.2019 00:30	Тернопільська область	166
610672	320	304	21	149	150	21	171	0	171	7	107	57	22.04.2019 00:40	Тернопільська область	166
610673	240	234	20	110	110	20	130	0	130	4	64	62	22.04.2019 02:50	Тернопільська область	166
610674	528	520	33	190	308	30	338	0	338	8	232	98	22.04.2019 00:10	Тернопільська область	166
610675	464	453	34	163	269	32	301	0	301	4	178	119	22.04.2019 00:50	Тернопільська область	166
610676	160	156	9	50	101	9	110	0	110	9	40	61	22.04.2019 00:40	Тернопільська область	166
610677	272	260	23	113	136	23	159	0	159	4	100	55	22.04.2019 00:30	Тернопільська область	166
610678	224	206	16	71	137	16	153	0	153	1	90	62	22.04.2019 00:45	Тернопільська область	166
610679	272	271	25	79	168	25	193	0	193	1	74	118	22.04.2019 00:15	Тернопільська область	166
610680	96	91	18	37	45	14	59	0	59	0	25	34	22.04.2019 00:30	Тернопільська область	166
610681	224	221	30	48	147	29	176	0	176	2	57	117	22.04.2019 00:05	Тернопільська область	166
610682	160	153	13	36	111	13	124	0	124	1	40	83	21.04.2019 20:50	Тернопільська область	166
610683	80	75	4	28	48	4	52	0	52	0	30	22	21.04.2019 21:00	Тернопільська область	166
610684	848	837	37	290	521	37	558	0	558	25	413	120	22.04.2019 00:40	Тернопільська область	166
610685	256	250	17	91	148	17	165	0	165	12	112	41	22.04.2019 00:15	Тернопільська область	166
610686	160	157	12	48	101	11	112	0	112	2	61	49	22.04.2019 00:25	Тернопільська область	166
610687	784	778	33	379	372	33	405	0	405	9	194	202	22.04.2019 00:15	Тернопільська область	166
610688	1328	1307	93	627	613	88	701	0	701	25	384	292	22.04.2019 00:15	Тернопільська область	166
610689	672	660	74	249	349	74	423	0	423	11	182	230	21.04.2019 22:00	Тернопільська область	166
610690	416	411	30	143	243	30	273	0	273	12	151	110	22.04.2019 00:30	Тернопільська область	166
610691	208	202	15	117	80	11	91	0	91	1	58	32	21.04.2019 23:00	Тернопільська область	166
610692	208	194	18	77	113	18	131	0	131	2	64	65	22.04.2019 00:45	Тернопільська область	166
610693	240	235	28	96	116	28	144	0	144	6	89	49	22.04.2019 00:20	Тернопільська область	166
610694	496	484	49	148	299	49	348	0	348	15	160	173	22.04.2019 00:30	Тернопільська область	166
610695	544	494	37	182	325	37	362	0	362	14	186	162	22.04.2019 00:15	Тернопільська область	166
610696	160	144	9	67	85	8	93	0	93	2	62	29	22.04.2019 00:10	Тернопільська область	166
610697	704	697	50	277	377	50	427	0	427	8	245	174	21.04.2019 21:51	Тернопільська область	166
610698	704	691	56	271	381	52	433	0	433	13	221	199	22.04.2019 00:57	Тернопільська область	166
610699	160	148	2	41	117	2	119	0	119	1	63	55	22.04.2019 00:45	Тернопільська область	166
610700	448	457	34	110	305	33	338	0	338	5	220	113	22.04.2019 00:20	Тернопільська область	166
610701	432	413	18	172	247	13	260	0	260	5	161	94	22.04.2019 00:20	Тернопільська область	166
610702	176	169	14	67	95	14	109	0	109	0	59	50	21.04.2019 23:00	Тернопільська область	166
610703	448	432	33	137	279	32	311	0	311	10	193	108	21.04.2019 20:15	Тернопільська область	166
610704	240	227	34	57	153	30	183	0	183	2	77	104	21.04.2019 21:00	Тернопільська область	166
610705	224	208	5	79	140	5	145	0	145	2	67	76	22.04.2019 00:40	Тернопільська область	166
610706	864	849	58	310	497	57	554	0	554	10	183	361	21.04.2019 23:57	Тернопільська область	166
610707	144	140	10	70	65	9	74	0	74	3	33	38	21.04.2019 21:30	Тернопільська область	166
610708	416	401	13	155	248	13	261	0	261	7	166	88	22.04.2019 02:15	Тернопільська область	166
610709	320	319	41	94	187	39	226	0	226	7	122	97	22.04.2019 00:40	Тернопільська область	166
610710	192	185	12	42	138	12	150	0	150	1	69	80	22.04.2019 00:20	Тернопільська область	166
610711	144	136	13	31	101	12	113	0	113	1	55	57	22.04.2019 01:50	Тернопільська область	166
610712	256	243	25	134	103	19	122	0	122	4	58	60	21.04.2019 21:50	Тернопільська область	166
610713	304	302	26	96	183	25	208	0	208	9	122	77	22.04.2019 00:40	Тернопільська область	166
610714	464	440	48	169	249	46	295	0	295	14	172	109	21.04.2019 20:40	Тернопільська область	166
610715	576	569	70	216	292	68	360	0	360	9	165	186	21.04.2019 21:30	Тернопільська область	166
610716	112	17	0	96	16	0	16	0	16	0	3	13	22.04.2019 00:50	Тернопільська область	166
610814	416	425	58	64	294	58	352	0	352	3	107	242	21.04.2019 21:40	Тернопільська область	166
610815	224	224	14	52	158	14	172	0	172	2	53	117	22.04.2019 00:13	Тернопільська область	166
610816	1072	1103	145	322	614	136	750	0	750	13	424	313	22.04.2019 02:00	Тернопільська область	166
610817	160	147	14	41	105	14	119	0	119	2	38	79	22.04.2019 00:10	Тернопільська область	166
610818	544	527	56	173	317	54	371	0	371	7	179	185	21.04.2019 22:15	Тернопільська область	166
610819	784	773	53	281	451	52	503	0	503	14	241	248	22.04.2019 00:10	Тернопільська область	166
610820	320	304	14	115	192	13	205	0	205	6	132	67	22.04.2019 00:40	Тернопільська область	166
610821	528	512	56	190	285	53	338	0	338	5	133	200	21.04.2019 21:00	Тернопільська область	166
610822	432	433	38	97	298	37	335	0	335	11	122	202	21.04.2019 21:30	Тернопільська область	166
610823	320	312	43	67	210	43	253	0	253	8	150	95	22.04.2019 00:40	Тернопільська область	166
610824	256	245	25	103	131	22	153	0	153	4	67	82	22.04.2019 00:05	Тернопільська область	166
610825	528	521	51	106	371	51	422	0	422	5	187	230	22.04.2019 01:35	Тернопільська область	166
610826	1488	1486	144	532	817	139	956	0	956	27	382	547	22.04.2019 00:10	Тернопільська область	166
610827	368	352	29	130	211	27	238	0	238	6	87	145	22.04.2019 00:25	Тернопільська область	166
610828	128	118	11	43	77	8	85	0	85	1	49	35	22.04.2019 00:20	Тернопільська область	166
610829	400	401	24	107	269	24	293	0	293	4	168	121	22.04.2019 00:07	Тернопільська область	166
610830	512	504	32	103	377	32	409	0	409	17	211	181	22.04.2019 00:10	Тернопільська область	166
610831	352	344	19	65	268	19	287	0	287	2	122	163	22.04.2019 00:05	Тернопільська область	166
610832	608	601	42	227	341	40	381	0	381	9	159	213	22.04.2019 00:05	Тернопільська область	166
610833	272	262	28	51	193	28	221	0	221	5	91	125	22.04.2019 00:35	Тернопільська область	166
610834	576	572	57	228	292	56	348	0	348	8	182	158	21.04.2019 22:15	Тернопільська область	166
610835	208	211	25	48	135	25	160	0	160	2	59	99	22.04.2019 00:10	Тернопільська область	166
610836	96	83	13	22	61	13	74	0	74	0	31	43	21.04.2019 23:55	Тернопільська область	166
610837	1216	1199	74	496	646	74	720	0	720	13	374	333	22.04.2019 00:25	Тернопільська область	166
610838	1072	1057	38	244	790	38	828	0	828	20	358	450	22.04.2019 00:35	Тернопільська область	166
610839	80	78	15	25	40	15	55	0	55	0	21	34	22.04.2019 00:50	Тернопільська область	166
610840	976	962	102	333	546	97	643	0	643	19	306	318	22.04.2019 02:00	Тернопільська область	166
610841	1056	1037	101	336	625	95	720	0	720	25	488	207	22.04.2019 02:10	Тернопільська область	166
610842	304	294	22	81	201	22	223	0	223	8	150	65	22.04.2019 00:40	Тернопільська область	166
610843	272	264	36	74	168	30	198	0	198	4	72	122	22.04.2019 00:15	Тернопільська область	166
610844	992	991	60	299	634	59	693	0	693	18	371	304	22.04.2019 00:35	Тернопільська область	166
610845	896	874	51	330	521	45	566	0	566	23	334	209	22.04.2019 00:05	Тернопільська область	166
610846	1248	1239	146	255	847	146	993	0	993	16	502	475	22.04.2019 00:50	Тернопільська область	166
610847	928	927	80	156	692	80	772	0	772	17	409	346	22.04.2019 00:05	Тернопільська область	166
610848	160	154	16	37	107	16	123	0	123	8	42	73	21.04.2019 23:30	Тернопільська область	166
610849	416	403	59	110	249	57	306	0	306	5	122	179	22.04.2019 00:05	Тернопільська область	166
610850	352	340	44	116	194	42	236	0	236	1	121	114	22.04.2019 00:10	Тернопільська область	166
610851	784	771	28	326	432	26	458	0	458	7	249	202	22.04.2019 03:00	Тернопільська область	166
610852	352	343	31	92	229	31	260	0	260	9	125	126	22.04.2019 00:20	Тернопільська область	166
610853	288	282	19	96	175	17	192	0	192	8	76	108	21.04.2019 20:40	Тернопільська область	166
610854	368	358	24	123	223	22	245	0	245	5	150	90	22.04.2019 00:02	Тернопільська область	166
610855	480	474	22	167	291	22	313	0	313	5	121	187	22.04.2019 00:30	Тернопільська область	166
610856	688	672	67	249	380	59	439	0	439	14	254	171	22.04.2019 01:10	Тернопільська область	166
610857	416	404	13	166	237	13	250	0	250	7	113	130	21.04.2019 21:50	Тернопільська область	166
610858	368	361	24	124	220	24	244	0	244	9	110	125	22.04.2019 00:20	Тернопільська область	166
610859	224	212	8	88	128	8	136	0	136	0	68	68	22.04.2019 00:10	Тернопільська область	166
610860	848	827	39	238	572	38	610	0	610	16	304	290	22.04.2019 00:15	Тернопільська область	166
610861	368	363	29	96	244	28	272	0	272	5	109	158	22.04.2019 00:10	Тернопільська область	166
